Geo__geoid_,Geo_qname,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,SE_A14006_001,SE_A14008_001,SE_B10060_001,SE_B10060_002,SE_B10060_003,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_B10040_001,SE_B10040_002,SE_B10040_003,SE_A10038_001,SE_A10038_002,SE_A10038_003,SE_A10038_004,SE_A10038_005,SE_A10038_006,SE_A10038_007,SE_A10038_008,SE_A10038_009,SE_A10038_010,SE_A10038_011,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007
"06081603200","Census Tract 6032, San Mateo County, California","CA",140,0,,,,6,81,,,603200,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081603200","Census Tract 6032, San Mateo County, California",,,6,3292,3292,2593,4,0,363,0,16,316,3292,2656,2120,4,0,363,0,0,169,636,473,0,0,0,0,16,147,1315,17,21,25,0,67,0,31,7,0,18,130,134,92,135,126,512,139519,188837.0342205323,1025,703,322,290,13,206,1025,226,78,290,0,0,0,13,0,13,58,24,169,13,3243,95,77,53,68,22,2928
"06081603300","Census Tract 6033, San Mateo County, California","CA",140,0,,,,6,81,,,603300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081603300","Census Tract 6033, San Mateo County, California",,,6,6408,6408,4586,160,4,649,0,180,829,6408,5642,4298,160,4,649,0,23,508,766,288,0,0,0,0,157,321,2400,64,25,19,79,17,0,41,0,21,39,183,259,240,242,377,794,148520,183980.16666666663,1817,1408,409,583,114,188,1817,383,151,583,64,25,0,18,0,127,77,36,236,0,6395,271,163,25,157,196,5583
"06081603400","Census Tract 6034, San Mateo County, California","CA",140,0,,,,6,81,,,603400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081603400","Census Tract 6034, San Mateo County, California",,,6,5469,5469,3712,0,83,554,15,191,914,5469,4559,3387,0,0,532,15,60,565,910,325,0,83,22,0,131,349,2035,30,36,26,0,14,57,69,30,39,66,189,187,216,105,302,669,133233,167657.00245700247,1621,1166,455,414,73,191,1621,424,149,414,0,15,56,0,0,52,38,0,223,30,5469,151,111,38,63,142,4964
"06081603700","Census Tract 6037, San Mateo County, California","CA",140,0,,,,6,81,,,603700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081603700","Census Tract 6037, San Mateo County, California",,,6,5706,5706,1883,82,0,2300,196,675,570,5706,4532,1721,82,0,2191,196,66,276,1174,162,0,0,109,0,609,294,1921,35,29,10,26,31,0,36,30,82,111,190,144,135,115,324,623,141917,177566.11140031234,1510,608,902,411,64,154,1510,522,216,411,0,0,0,0,13,15,34,6,306,37,5684,223,144,48,154,63,5052
"06081603801","Census Tract 6038.01, San Mateo County, California","CA",140,0,,,,6,81,,,603801,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081603801","Census Tract 6038.01, San Mateo County, California",,,6,2057,2057,818,26,20,849,0,98,246,2057,1557,606,26,13,840,0,19,53,500,212,0,7,9,0,79,193,1228,64,0,7,0,35,9,0,11,16,87,136,201,121,135,188,218,106129,138763.84364820848,885,311,574,343,82,58,885,382,140,343,0,0,0,0,28,45,155,70,23,22,2057,94,2,0,77,18,1866
"06081603802","Census Tract 6038.02, San Mateo County, California","CA",140,0,,,,6,81,,,603802,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081603802","Census Tract 6038.02, San Mateo County, California",,,6,5619,5619,2306,68,10,1536,354,516,829,5619,4523,2095,68,10,1536,354,94,366,1096,211,0,0,0,0,422,463,1958,54,62,8,23,43,0,25,41,15,56,154,180,228,159,274,636,144900,173913.8406537283,1387,719,668,571,129,93,1387,340,172,571,0,0,0,0,0,60,114,68,319,10,5619,280,99,100,83,268,4789
"06081603900","Census Tract 6039, San Mateo County, California","CA",140,0,,,,6,81,,,603900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081603900","Census Tract 6039, San Mateo County, California",,,6,5494,5494,2953,307,0,1228,28,336,642,5494,4656,2553,307,0,1228,28,61,479,838,400,0,0,0,0,275,163,2112,0,0,0,19,14,157,66,41,54,78,125,374,188,212,146,638,122273,164656.81818181818,1395,704,691,717,186,267,1395,376,205,717,0,0,0,0,54,10,146,171,336,0,5494,222,60,70,403,205,4534
"06081604000","Census Tract 6040, San Mateo County, California","CA",140,0,,,,6,81,,,604000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604000","Census Tract 6040, San Mateo County, California",,,6,3286,3286,1724,2,0,804,0,254,502,3286,2503,1541,2,0,804,0,0,156,783,183,0,0,0,0,254,346,1203,9,0,0,28,13,0,0,31,36,80,41,147,69,124,179,446,152448,182580.6317539485,1001,495,506,202,11,10,1001,277,127,202,0,0,0,29,0,0,37,41,77,18,3286,29,33,37,24,85,3078
"06081604102","Census Tract 6041.02, San Mateo County, California","CA",140,0,,,,6,81,,,604102,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604102","Census Tract 6041.02, San Mateo County, California",,,6,3091,3091,968,23,0,1478,34,183,405,3091,2494,614,23,0,1478,34,34,311,597,354,0,0,0,0,149,94,1634,93,46,29,27,39,50,20,2,43,122,141,183,112,114,212,401,102391,158908.50673194614,358,116,242,1276,293,292,358,129,120,1276,51,0,9,81,30,173,207,197,498,30,3091,85,171,15,93,74,2653
"06081604103","Census Tract 6041.03, San Mateo County, California","CA",140,0,,,,6,81,,,604103,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604103","Census Tract 6041.03, San Mateo County, California",,,6,4268,4268,1080,0,0,899,132,1079,1078,4268,1650,541,0,0,899,132,78,0,2618,539,0,0,0,0,1001,1078,1415,3,32,27,64,12,17,15,3,64,223,34,163,126,194,226,212,109212,131095.8303886926,457,193,264,958,175,349,457,160,122,958,24,0,0,8,61,99,219,209,280,58,4243,65,40,21,190,506,3421
"06081604104","Census Tract 6041.04, San Mateo County, California","CA",140,0,,,,6,81,,,604104,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604104","Census Tract 6041.04, San Mateo County, California",,,6,3621,3621,902,0,0,690,148,1708,173,3621,1613,670,0,0,690,140,0,113,2008,232,0,0,0,8,1708,60,1182,14,13,0,0,68,0,50,19,39,28,113,140,106,96,316,180,125064,130468.44331641286,457,73,384,725,115,242,457,39,13,725,0,0,0,0,68,151,383,73,50,0,3582,97,4,24,0,327,3130
"06081604200","Census Tract 6042, San Mateo County, California","CA",140,0,,,,6,81,,,604200,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604200","Census Tract 6042, San Mateo County, California",,,6,3761,3761,650,15,4,1253,213,900,726,3761,2020,410,15,4,1253,213,0,125,1741,240,0,0,0,0,900,601,924,13,0,13,14,0,19,0,17,0,69,36,96,66,103,195,283,157105,165401.94805194804,742,132,610,182,71,27,742,238,41,182,0,0,0,0,13,49,69,13,25,13,3761,28,13,46,100,379,3195
"06081604400","Census Tract 6044, San Mateo County, California","CA",140,0,,,,6,81,,,604400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604400","Census Tract 6044, San Mateo County, California",,,6,5289,5289,1721,7,26,2085,273,667,510,5289,4032,1474,0,0,2049,273,85,151,1257,247,7,26,36,0,582,359,1881,93,32,130,74,36,26,11,23,19,36,101,95,283,110,288,524,124189,156002.60499734184,870,330,540,1011,264,231,870,377,261,1011,0,0,0,0,0,98,134,187,547,45,5100,225,42,170,219,210,4234
"06081604500","Census Tract 6045, San Mateo County, California","CA",140,0,,,,6,81,,,604500,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604500","Census Tract 6045, San Mateo County, California",,,6,3515,3515,1529,7,0,1522,0,90,367,3515,3001,1416,7,0,1509,0,0,69,514,113,0,0,13,0,90,298,1310,30,56,18,37,28,11,84,0,0,89,17,94,62,91,170,523,158696,213123.28244274808,1087,567,520,223,42,107,1087,362,227,223,0,0,0,0,0,15,38,56,104,10,3485,47,2,106,74,329,2927
"06081604600","Census Tract 6046, San Mateo County, California","CA",140,0,,,,6,81,,,604600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604600","Census Tract 6046, San Mateo County, California",,,6,2585,2585,812,0,0,1440,11,40,282,2585,2429,784,0,0,1440,11,7,187,156,28,0,0,0,0,33,95,860,31,13,8,29,5,13,31,16,16,5,24,54,63,43,125,384,178750,258347.7906976744,781,318,463,79,5,21,781,222,78,79,0,0,0,0,0,0,0,0,74,5,2585,74,4,28,64,54,2361
"06081604700","Census Tract 6047, San Mateo County, California","CA",140,0,,,,6,81,,,604700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604700","Census Tract 6047, San Mateo County, California",,,6,2891,2891,900,21,0,1622,0,100,248,2891,2654,833,12,0,1622,0,16,171,237,67,9,0,0,0,84,77,940,0,15,11,11,0,16,23,18,17,41,23,46,40,21,107,551,224861,262625.10638297873,771,346,425,169,28,17,771,250,128,169,0,0,0,0,12,0,51,0,106,0,2891,32,16,21,67,101,2654
"06081604800","Census Tract 6048, San Mateo County, California","CA",140,0,,,,6,81,,,604800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604800","Census Tract 6048, San Mateo County, California",,,6,5165,5165,1858,65,35,2534,0,161,512,5165,4648,1834,65,0,2534,0,0,215,517,24,0,35,0,0,161,297,1829,0,67,15,34,6,19,148,7,14,29,77,201,103,121,248,740,160991,211954.89338436304,694,252,442,1135,165,355,694,200,93,1135,0,0,0,0,0,17,165,249,668,36,5161,36,72,340,116,86,4511
"06081604900","Census Tract 6049, San Mateo County, California","CA",140,0,,,,6,81,,,604900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081604900","Census Tract 6049, San Mateo County, California",,,6,3144,3144,865,13,8,1868,0,216,174,3144,3101,865,13,8,1868,0,216,131,43,0,0,0,0,0,0,43,1178,27,3,4,0,24,6,24,0,15,105,76,136,141,73,144,400,136250,212723.85398981324,852,382,470,326,42,172,852,265,177,326,0,0,0,15,0,0,23,41,228,19,3128,82,0,69,13,119,2845
"06081605000","Census Tract 6050, San Mateo County, California","CA",140,0,,,,6,81,,,605000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605000","Census Tract 6050, San Mateo County, California",,,6,8159,8159,3895,51,0,3599,8,120,486,8159,7550,3602,51,0,3541,8,26,322,609,293,0,0,58,0,94,164,2866,120,21,0,35,30,58,0,0,21,69,73,436,136,153,199,1515,216897,298072.8890439637,1740,1000,740,1126,246,150,1740,457,272,1126,0,0,0,0,0,268,264,129,413,52,7869,289,20,62,42,373,7083
"06081605100","Census Tract 6051, San Mateo County, California","CA",140,0,,,,6,81,,,605100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605100","Census Tract 6051, San Mateo County, California",,,6,2955,2955,1601,172,0,614,0,205,363,2955,2467,1484,172,0,614,0,68,129,488,117,0,0,0,0,137,234,1199,17,42,13,0,49,5,39,4,32,60,57,58,124,60,202,437,172841,214265.55462885735,509,290,219,690,134,123,509,189,66,690,10,73,0,0,4,90,197,59,257,0,2955,86,59,8,69,201,2532
"06081605200","Census Tract 6052, San Mateo County, California","CA",140,0,,,,6,81,,,605200,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605200","Census Tract 6052, San Mateo County, California",,,6,3653,3653,2204,44,0,1018,0,53,334,3653,3363,2132,44,0,1018,0,0,169,290,72,0,0,0,0,53,165,1391,0,0,8,17,7,9,78,38,0,23,22,97,94,122,160,716,211917,339318.76347951114,1187,797,390,204,57,42,1187,335,169,204,0,0,0,0,0,20,58,56,70,0,3653,4,27,20,44,12,3546
"06081605300","Census Tract 6053, San Mateo County, California","CA",140,0,,,,6,81,,,605300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605300","Census Tract 6053, San Mateo County, California",,,6,5059,5059,3193,17,10,1162,0,164,513,5059,4384,2820,17,10,1150,0,32,355,675,373,0,0,12,0,132,158,1928,45,43,36,37,46,0,18,20,0,38,108,83,192,162,283,817,167476,245643.51659751037,1003,644,359,925,215,118,1003,274,149,925,0,0,0,0,14,90,283,260,278,0,5048,200,228,26,221,209,4164
"06081605400","Census Tract 6054, San Mateo County, California","CA",140,0,,,,6,81,,,605400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605400","Census Tract 6054, San Mateo County, California",,,6,6420,6420,3810,0,0,1278,17,663,652,6420,5261,3687,0,0,1278,17,93,186,1159,123,0,0,0,0,570,466,2740,101,20,0,0,48,21,0,59,197,17,198,110,239,223,541,966,166522,189560.69343065695,1296,1007,289,1444,316,339,1296,296,196,1444,0,0,0,0,0,74,306,221,843,0,6420,171,15,20,48,107,6059
"06081605501","Census Tract 6055.01, San Mateo County, California","CA",140,0,,,,6,81,,,605501,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605501","Census Tract 6055.01, San Mateo County, California",,,6,2947,2947,1669,23,5,627,35,414,174,2947,2351,1540,23,5,627,35,104,17,596,129,0,0,0,0,310,157,1670,118,38,16,51,18,39,54,10,43,24,293,211,122,136,112,385,79550,150865.6886227545,290,216,74,1380,453,338,290,93,14,1380,10,0,0,5,43,227,543,341,173,38,2947,337,66,34,32,263,2215
"06081605502","Census Tract 6055.02, San Mateo County, California","CA",140,0,,,,6,81,,,605502,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605502","Census Tract 6055.02, San Mateo County, California",,,6,2444,2444,1223,7,19,790,0,165,240,2444,2017,1131,7,7,775,0,0,97,427,92,0,12,15,0,165,143,898,36,18,0,12,0,0,0,24,10,15,13,85,58,59,131,437,188696,299908.01781737193,519,308,211,379,56,79,519,134,53,379,0,0,0,0,11,37,47,171,113,0,2429,97,44,38,95,9,2146
"06081605600","Census Tract 6056, San Mateo County, California","CA",140,0,,,,6,81,,,605600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605600","Census Tract 6056, San Mateo County, California",,,6,6148,6148,3231,27,7,1912,18,178,775,6148,5816,3111,27,7,1877,18,141,635,332,120,0,0,35,0,37,140,1794,32,35,0,8,17,46,3,10,18,49,50,40,46,50,112,1278,250001,558660.646599777,1615,975,640,179,7,24,1615,521,369,179,0,0,0,0,0,9,0,0,65,105,6114,294,54,13,168,157,5428
"06081605700","Census Tract 6057, San Mateo County, California","CA",140,0,,,,6,81,,,605700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605700","Census Tract 6057, San Mateo County, California",,,6,5009,5009,2816,17,0,1754,0,0,422,5009,4798,2713,17,0,1746,0,0,322,211,103,0,0,8,0,0,100,1766,33,10,9,19,0,0,0,0,7,10,17,177,144,70,63,1207,250001,484745.8097395243,1695,1063,632,71,0,0,1695,572,379,71,0,0,0,24,0,0,0,0,25,22,5009,40,0,21,30,68,4850
"06081605800","Census Tract 6058, San Mateo County, California","CA",140,0,,,,6,81,,,605800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605800","Census Tract 6058, San Mateo County, California",,,6,2559,2559,1919,0,0,261,0,64,315,2559,2367,1880,0,0,246,0,0,241,192,39,0,0,15,0,64,74,938,0,8,0,12,43,15,13,0,15,9,26,36,42,154,69,496,206548,332128.89125799574,654,571,83,284,73,60,654,232,121,284,0,0,0,0,0,27,7,61,180,9,2559,24,0,119,25,64,2327
"06081605901","Census Tract 6059.01, San Mateo County, California","CA",140,0,,,,6,81,,,605901,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605901","Census Tract 6059.01, San Mateo County, California",,,6,2695,2695,1005,30,15,712,18,235,680,2695,2003,974,30,6,712,11,0,270,692,31,0,9,0,7,235,410,1128,8,11,0,77,9,25,0,43,0,22,36,141,122,143,258,233,131827,163955.585106383,323,204,119,805,212,188,323,156,33,805,0,0,0,11,56,98,166,79,395,0,2695,112,26,190,129,128,2110
"06081605902","Census Tract 6059.02, San Mateo County, California","CA",140,0,,,,6,81,,,605902,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081605902","Census Tract 6059.02, San Mateo County, California",,,6,3437,3437,881,79,464,1006,0,781,226,3437,2015,585,79,140,994,0,54,163,1422,296,0,324,12,0,727,63,1280,29,30,33,61,9,52,100,29,30,50,70,116,205,46,161,259,105686,141703.90625,342,171,171,938,278,239,342,55,38,938,0,9,0,0,166,94,232,150,275,12,3437,77,190,0,202,293,2675
"06081606000","Census Tract 6060, San Mateo County, California","CA",140,0,,,,6,81,,,606000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606000","Census Tract 6060, San Mateo County, California",,,6,5299,5299,1898,97,0,1458,0,1267,579,5299,3713,1669,97,0,1458,0,10,479,1586,229,0,0,0,0,1257,100,2412,17,40,42,150,36,41,50,237,14,68,233,241,139,218,391,495,106435,134460.4063018242,1007,473,534,1405,255,312,1007,431,259,1405,0,0,21,0,31,304,320,178,545,6,5163,348,319,57,148,739,3552
"06081606100","Census Tract 6061, San Mateo County, California","CA",140,0,,,,6,81,,,606100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606100","Census Tract 6061, San Mateo County, California",,,6,4922,4922,1670,0,230,979,246,655,1142,4922,2363,985,0,0,922,246,11,199,2559,685,0,230,57,0,644,943,1420,118,25,6,82,6,0,16,84,35,51,52,86,58,164,267,370,142105,161124.50704225354,778,320,458,642,62,328,778,202,102,642,0,0,0,0,0,73,156,209,194,10,4922,379,104,132,476,429,3402
"06081606201","Census Tract 6062.01, San Mateo County, California","CA",140,0,,,,6,81,,,606201,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606201","Census Tract 6062.01, San Mateo County, California",,,6,4228,4228,901,86,338,855,2,1493,553,4228,1339,359,86,0,855,2,0,37,2889,542,0,338,0,0,1493,516,1159,138,22,24,38,0,42,6,244,75,4,33,175,173,47,55,83,,86015.18550474547,275,6,269,884,202,554,275,153,37,884,0,0,0,0,0,254,179,267,178,6,4068,421,181,173,288,1059,1946
"06081606202","Census Tract 6062.02, San Mateo County, California","CA",140,0,,,,6,81,,,606202,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606202","Census Tract 6062.02, San Mateo County, California",,,6,3572,3572,600,22,0,938,25,952,1035,3572,1682,575,22,0,915,25,0,145,1890,25,0,0,23,0,952,890,1168,13,23,15,0,50,13,45,51,35,42,38,92,132,81,112,426,138804,200668.40753424657,452,140,312,716,217,102,452,71,39,716,0,0,7,0,149,38,77,37,375,33,3539,31,23,7,681,236,2561
"06081606300","Census Tract 6063, San Mateo County, California","CA",140,0,,,,6,81,,,606300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606300","Census Tract 6063, San Mateo County, California",,,6,3794,3794,1466,91,0,934,0,712,591,3794,2866,1413,91,0,819,0,167,376,928,53,0,0,115,0,545,215,1768,91,20,15,9,27,54,16,18,10,60,115,232,157,106,282,556,136250,192652.77149321267,981,599,382,787,171,163,981,286,159,787,11,35,35,11,10,40,99,211,321,14,3718,357,0,20,132,140,3069
"06081606400","Census Tract 6064, San Mateo County, California","CA",140,0,,,,6,81,,,606400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606400","Census Tract 6064, San Mateo County, California",,,6,4693,4693,2098,143,0,1590,0,250,612,4693,4032,1953,143,0,1590,0,0,346,661,145,0,0,0,0,250,266,2479,16,155,53,64,80,104,0,18,46,128,175,215,54,112,349,910,153102,187243.20290439692,844,523,321,1635,236,367,844,406,275,1635,45,50,12,0,16,69,288,244,885,26,4693,38,83,260,40,362,3910
"06081606500","Census Tract 6065, San Mateo County, California","CA",140,0,,,,6,81,,,606500,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606500","Census Tract 6065, San Mateo County, California",,,6,3313,3313,2285,22,4,612,1,65,324,3313,3122,2227,22,4,612,1,0,256,191,58,0,0,0,0,65,68,1285,27,9,0,0,0,0,19,21,26,75,37,9,110,69,176,707,237188,332383.96887159534,1068,795,273,217,28,89,1068,335,144,217,0,0,0,0,12,12,10,6,177,0,3313,29,9,10,0,34,3231
"06081606600","Census Tract 6066, San Mateo County, California","CA",140,0,,,,6,81,,,606600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606600","Census Tract 6066, San Mateo County, California",,,6,3682,3682,2183,0,0,855,9,107,528,3682,3283,2105,0,0,855,0,33,290,399,78,0,0,0,9,74,238,1472,19,0,0,14,0,30,17,0,23,60,85,58,112,170,150,734,191786,254541.1684782609,918,571,347,554,85,128,918,167,69,554,0,0,0,0,0,101,116,21,296,20,3682,31,28,76,14,0,3533
"06081606700","Census Tract 6067, San Mateo County, California","CA",140,0,,,,6,81,,,606700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606700","Census Tract 6067, San Mateo County, California",,,6,2444,2444,1350,43,0,692,5,28,326,2444,2203,1294,43,0,692,0,0,174,241,56,0,0,0,5,28,152,947,22,0,5,5,11,0,37,18,12,42,89,42,45,41,142,436,179836,250913.6219640971,707,430,277,240,22,73,707,154,88,240,0,0,0,0,13,18,27,19,160,3,2444,36,0,0,10,61,2337
"06081606800","Census Tract 6068, San Mateo County, California","CA",140,0,,,,6,81,,,606800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606800","Census Tract 6068, San Mateo County, California",,,6,3610,3610,1642,1,0,1451,0,128,388,3610,3364,1627,1,0,1451,0,76,209,246,15,0,0,0,0,52,179,1277,49,0,0,0,0,32,6,10,16,27,29,92,25,126,235,630,199034,264653.95458104933,883,464,419,394,50,114,883,309,127,394,19,0,0,5,5,18,42,43,262,0,3592,82,0,1,2,47,3460
"06081606900","Census Tract 6069, San Mateo County, California","CA",140,0,,,,6,81,,,606900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081606900","Census Tract 6069, San Mateo County, California",,,6,2607,2607,1448,59,0,755,0,51,294,2607,2385,1370,59,0,755,0,0,201,222,78,0,0,0,0,51,93,868,23,0,0,0,17,7,0,10,18,15,27,46,69,68,51,517,250001,404423.8479262673,717,443,274,151,44,13,717,154,99,151,0,0,0,0,0,0,0,23,128,0,2553,113,0,0,27,34,2379
"06081607000","Census Tract 6070, San Mateo County, California","CA",140,0,,,,6,81,,,607000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607000","Census Tract 6070, San Mateo County, California",,,6,3377,3377,1656,45,20,1156,0,368,132,3377,3067,1569,45,0,1144,0,220,89,310,87,0,20,12,0,148,43,1370,7,0,10,0,23,9,28,16,19,118,55,75,119,109,70,712,225326,265390.14598540147,922,597,325,448,128,105,922,220,74,448,0,0,0,0,11,73,85,129,150,0,3377,25,0,65,37,46,3204
"06081607100","Census Tract 6071, San Mateo County, California","CA",140,0,,,,6,81,,,607100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607100","Census Tract 6071, San Mateo County, California",,,6,2797,2797,1836,5,0,616,0,126,214,2797,2401,1675,5,0,616,0,0,105,396,161,0,0,0,0,126,109,1006,37,6,0,0,18,7,11,23,42,13,25,52,32,60,55,625,250001,281441.1530815109,788,570,218,218,14,0,788,225,102,218,0,0,0,0,0,0,29,8,170,11,2733,72,6,16,26,8,2605
"06081607200","Census Tract 6072, San Mateo County, California","CA",140,0,,,,6,81,,,607200,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607200","Census Tract 6072, San Mateo County, California",,,6,4629,4629,1066,20,110,1003,110,1737,583,4629,2212,1024,20,0,1003,110,25,30,2417,42,0,110,0,0,1712,553,1650,149,26,9,15,5,45,45,37,63,7,192,142,150,142,158,465,122000,165293.75757575757,503,244,259,1147,306,391,503,124,70,1147,0,0,22,0,48,76,141,267,593,0,4524,227,340,83,574,320,2980
"06081607300","Census Tract 6073, San Mateo County, California","CA",140,0,,,,6,81,,,607300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607300","Census Tract 6073, San Mateo County, California",,,6,3939,3939,2282,27,0,961,0,194,475,3939,3369,2059,27,0,961,0,63,259,570,223,0,0,0,0,131,216,1251,15,0,0,46,38,0,20,0,0,17,16,95,50,46,77,831,250001,281636.0511590727,1078,645,433,173,50,21,1078,256,143,173,0,0,0,11,0,0,18,0,144,0,3939,98,95,27,39,52,3628
"06081607400","Census Tract 6074, San Mateo County, California","CA",140,0,,,,6,81,,,607400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607400","Census Tract 6074, San Mateo County, California",,,6,4749,4749,2526,12,22,1118,60,494,517,4749,3827,2388,12,22,1118,60,9,218,922,138,0,0,0,0,485,299,1997,16,63,66,226,43,64,14,25,59,0,169,74,72,129,244,733,147933,224057.78668002004,894,583,311,1103,221,294,894,393,237,1103,22,61,32,16,39,89,311,102,431,0,4647,120,0,109,730,115,3573
"06081607500","Census Tract 6075, San Mateo County, California","CA",140,0,,,,6,81,,,607500,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607500","Census Tract 6075, San Mateo County, California",,,6,6298,6298,1923,96,109,2355,76,373,1366,6298,4354,1632,96,0,2347,35,8,236,1944,291,0,109,8,41,365,1130,2543,103,49,0,0,10,70,28,60,21,35,75,166,86,235,206,1399,219063,246095.16319307903,815,344,471,1728,277,340,815,62,17,1728,0,23,0,0,12,167,165,125,1236,0,6275,290,105,52,100,152,5576
"06081607600","Census Tract 6076, San Mateo County, California","CA",140,0,,,,6,81,,,607600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081607600","Census Tract 6076, San Mateo County, California",,,6,4352,4352,1710,41,0,1100,239,715,547,4352,3187,1530,41,0,1064,239,43,270,1165,180,0,0,36,0,672,277,1847,73,24,7,28,22,38,0,72,30,14,112,289,228,193,112,605,124156,184509.42068218737,731,349,382,1116,253,192,731,210,80,1116,0,0,14,0,71,160,246,177,427,21,4338,148,111,274,74,375,3356
